ISSID,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,type,type_id,Violent_or_violent,violent,Rangecode,Reasonforprotest,Location 1
73,Limpopo - Polokwane,0,0,Polokwane,"Polokwane, provincial legislature",LP - Polokwane,"-23.896403,29.447954",Do not know,Do not know,02/22/2013 12:00:00 AM,02/22/2013 12:00:00 AM,0,Political causes,5,Peaceful,0,5,"Protest by the African National Congress’s (ANC’s) allies — the Congress of South African Trade Unions (Cosatu) and the South African Communist Party (SACP) — outside the opening of the provincial legislature in Polokwane, urging premier Cassel Mathale to step down.","8
(-23.896402, 29.447953)"
108,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha; Luleka Primary School,WC - Khayelitsha,"-34.059007,18.670976",Mew Wy,Steve Biko Rd,02/23/2013 12:00:00 AM,02/24/2013 12:00:00 AM,-1,Education related,2,Peaceful,0,5,"Parents clashed in front of Luleka Primary School in Khayelitsha, Harare, yesterday over the principal’s announcement that each family was to contribute an extra R100 to pay security guards at the school.","9
(-34.059007, 18.670976)"
232,KwaZulu Natal - eThekwini,1,0,Durban,"Durban University of Technology (ML Sultan Campus, Steve Biko Campus",KZN - Durban Central,"-29.848014,31.010059",Johnn Zikhali Rd,Market Road,02/25/2013 12:00:00 AM,03/09/2013 12:00:00 AM,1,Labour related,4,Violent,1,5,"The three labour unions at DUT started protesting at the university, following a breakdown in salary negotiations.","6
(-29.848013, 31.010058)"
79,Mpumalanga - Nkangala,0,0,KwaMhlanga,Sizamile Primary School; KwaMhlanga,MP - Kwamhlanga,"-25.453234,28.638069",R567,Don't know,02/26/2013 12:00:00 AM,02/26/2013 12:00:00 AM,0,Education related,2,Peaceful,0,5,"Disgruntled parents closed the school last week demanding the removal of the principal and her deputy, accusing them of corruption and intimidation. They also alleged the principal was divisive.","7
(-25.453233, 28.638069)"
100,Western Cape - City of Cape Town,1,0,Cape Town,"Gugulethu, Kanana informal settlement",WC - Gugulethu,"-33.967281,18.570793",Ny 111,Ny,02/26/2013 12:00:00 AM,02/26/2013 12:00:00 AM,0,Vigilantism,7,Violent,1,3,17-year-old Eddie Raqa was necklaced by residents in Gugulethu’s Kanana informal settlement after he was caught allegedly robbing a woman there.,"9
(-33.967281, 18.570792)"
83,Gauteng - City of Tshwane,0,0,Hammanskraal,"Steve Bikoville, Hammanskraal",GP - Hammanskraal,"-25.392461,28.303121",N1 Highway,Don't know,02/28/2013 12:00:00 AM,03/02/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"Residents in Steve Bikoville near Hammanskraal have been protesting since Thursday afternoon after allegedly being without clean water for about two months. Protesters claim they have not received clean water, suitable for drinking, since January.","3
(-25.392461, 28.303121)"
469,Eastern Cape - Buffalo City,0,0,East London,Mzamomhle - Gonubie,EC - Gonubie,"-32.955317,27.990047",Wilson Street,Wilson Street,02/28/2013 12:00:00 AM,02/28/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,More than 40 public works employees in Mzamomhle in Gonubie claim they are working under unbearable conditions after the department reportedly failed to provide them with protective clothing.,"1
(-32.955317, 27.990047)"
40,North West - Rustenburg,0,1,Rustenburg,Marikana,NW - Marikana,"-25.682994,27.535429",Do not know,Do not know,03/04/2013 12:00:00 AM,03/05/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"The strike was led by members of the militant Association of Mineworkers and Construction Union (AMCU), who were demanding the closure of the offices of the rival National Union of Mineworkers on the grounds that it is no longer the largest body representing workers there.","5
(-25.682994, 27.535429)"
80,North West - City of Matlosana,0,1,Klerksdorp,Klerksdorp,NW - Klerksdorp,"-26.85838,26.667252",Bram Fischer Street,Oliver Tambo Street,03/04/2013 12:00:00 AM,03/04/2013 12:00:00 AM,1,Crime related,1,Peaceful,0,3,ANC members sang and danced outside the Klerksdorp Magistrates’ Court in opposition to bail for eight men accused of killing North West ANC official Obuti Chika.,"5
(-26.85838, 26.667252)"
29,KwaZulu Natal - eThekwini,1,0,Durban,Durban University of technology,KZN - Durban Central,"-29.849354,31.010284",Chancelor Ave,Chancelor Ave,03/05/2013 12:00:00 AM,03/07/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"Unions representing administration and academic staff in the week-long strike over a salary increase, accused university management of deploying security guards in riot gear to block protesters from picketing. Staff at the Pietermaritzburg campuses have also join the strike.","6
(-29.849354, 31.010283)"
124,North West - Rustenburg,0,0,Rustenburg,"Marikana, Lonmin Mine",NW - Marikana,"-25.667966,27.52325",Not applicable,Not applicable,03/05/2013 12:00:00 AM,03/05/2013 12:00:00 AM,0,Labour related,4,Violent,1,5,"Miners returned to work today at platinum producer Lonmin's Marikana mine, ending a one-day illegal stoppage, The strike was led by members of the militant Association of Mineworkers and Construction Union (AMCU), who were demanding the closure of the offices of the rival National Union of Mineworkers on the grounds that it is no longer the largest body representing workers there.","5
(-25.667966, 27.52325)"
27,Gauteng - Ekurhuleni,1,0,East Rand,Daveyton,GP - Daveyton,"-26.138265,28.424624",Do not know,Do not know,03/06/2013 12:00:00 AM,03/06/2013 12:00:00 AM,1,Crime related,1,Violent,1,5,Crowd protested at the Benoni Magistrate's Court ahead of the expected first public appearance of eight policemen charged over the death of a taxi driver,"3
(-26.138265, 28.424624)"
32,Limpopo - Polokwane,0,0,Polokwane,Polokwane,LP - Polokwane,"-23.899274,29.454112",Excelsior Street,133 Biccard Street,03/06/2013 12:00:00 AM,03/06/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,4,Following are reasons for SADTU's pickets and protests: Dismiss the Department of Basic Education Director General Mr. Bobby Soobrayan as he collapsed Collective Bargaining and is inefficient to run Department of Education; Pay Grade 12 markers; Reinstate the rural allowance; Pay schools the money for norms and standards; Pay teachers money for last year Grade 10 catch-up programme; Distribution of textbook to all deserving schools.,"8
(-23.899273, 29.454112)"
46,Free State - Moqhaka,0,1,Viljoenskroon,Rammolutsi informal settlement,FS - Viljoenskroon,"-27.189457,26.955001",Not applicable,Not applicable,03/06/2013 12:00:00 AM,03/06/2013 12:00:00 AM,0,Service delivery,9,Peaceful,0,5,"Community protest against corruption, political nepotism, poor service delivery and the intransigence of their local government – Moqhaka Municipality.","2
(-27.189457, 26.955)"
74,Limpopo - Vhembe,0,1,Makhado,Levubu,LP - Levubu,"-23.114228,30.213806",Punda Maria,Punda Maria,03/07/2013 12:00:00 AM,03/07/2013 12:00:00 AM,-1,Labour related,4,Peaceful,0,5,"The workers, who are all employed by the Masakona Community Property Association (CPA), claimed that they had not been paid since December. As a result, they say, they had to start borrowing from a matshonise to make ends meet. At an interest rate of 50%, all their funds were quickly tapped dry.","8
(-23.114228, 30.213806)"
385,Mpumalanga - Bushbuckridge,0,1,Bushbuckridge,Buyisonto,MP - Bushbuckridge,"-24.775849,31.133998",Not applicable,Not applicable,03/07/2013 12:00:00 AM,03/07/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"The community of Buyisonto, Nkanini woke up to the surprise of their life when they were served with eviction letters by contractors and their houses were demolished in front of them. Malope told Bushbuckridge news that they didn’t know about the evictions they were just surprised when they saw the fork lifter waiting to bring their house to the ground.","7
(-24.775849, 31.133997)"
8,Eastern Cape - Buffalo City,0,0,East London,North End stadium,EC - East London,"-32.981832,27.874366",Main Road,Windermere Road,03/08/2013 12:00:00 AM,03/08/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"International women's day, members of Cosatu picket and hand over memorandum to MECs of Justice (Regional Director) and Safety and Liaison (MEC Helen Sauls-August), in the fight against gender-based violence. We will be vocal in campaigning for a country that is free from the rape and murder of innocent women and children.","1
(-32.981831, 27.874365)"
33,Limpopo - Modimolle,0,1,Modimolle,Modimolle Regional Court,LP - Modimolle,"-24.699532,28.406159",Thabo Mbeki Dr,Thabo Mbeki Dr,03/08/2013 12:00:00 AM,03/08/2013 12:00:00 AM,0,Crime related,1,Violent,1,5,Cosatu women picket to fight against gender-based violence. We will be vocal in campaigning for a country that is free from the rape and murder of innocent women and children.,"8
(-24.699532, 28.406158)"
69,KwaZulu Natal - eThekwini,1,0,Durban,Durban department of education building,KZN - Durban Central,"-29.850173,31.030405",Stalwart Simelane Street,Stalwart Simelane Street,03/08/2013 12:00:00 AM,03/08/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,3,SA Democratic Teachers' Union (Sadtu) provincial secretary Mbuyiseni Mathonsi said Basic Education Minister Angie Motshekga had not carried out her mandate.,"6
(-29.850173, 31.030404)"
538,North West - Mafikeng,0,0,Mafikeng,Moses Kotane court - Mafikeng,NW - Mafikeng,"-25.854744,25.640002",R503,Main street,03/08/2013 12:00:00 AM,03/08/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,Women picket place in the fight against gender-based violence.,"5
(-25.854744, 25.640001)"
72,Limpopo - Lephalale,0,1,Lephalale,Grootegeluk mine,LP - Lephalale,"-23.657964,27.52086",Not applicable,Not applicable,03/09/2013 12:00:00 AM,03/15/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,3,Mass strike action over the nonpayment of performance bonuses,"8
(-23.657964, 27.520859)"
76,Mpumalanga - Emalahleni,0,1,Emalahleni,"Matla and Arnot coal mines, Leeuwpan and Inyanda coal mines",MP - Witbank,"-25.859744,29.217959",Not applicable,Not applicable,03/09/2013 12:00:00 AM,03/14/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,2,Mass strike action over the nonpayment of performance bonuses,"7
(-25.859743, 29.217959)"
537,KwaZulu Natal - eThekwini,1,0,Durban,Umlazi - King Zwelithini Stadium,KZN - Umlazi,"-29.970662,30.900473",Mangosuthu Highway,Ntonto zulu drive,03/09/2013 12:00:00 AM,03/09/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,Funeral of the 8yr old who was raped and killed,"6
(-29.970662, 30.900473)"
24,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg CBD,GP - Johannesburg Central,"-26.207179,28.031611",Hubbert Street,Main reef road,03/11/2013 12:00:00 AM,03/11/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,Sex workers marched in the Joburg CBD calling for the legalisation of prostitution. Outlining deep bitterness about how cops demand free sex and steal their money.,"3
(-26.207179, 28.031611)"
25,Gauteng - City of Johannesburg,1,1,Johannesburg,"Thabo Mbeki Village, Lion Park Informal Settlement",GP - Honeydew,"-26.015357,27.934908",Malibongwe Drive,Malibongwe Drive,03/11/2013 12:00:00 AM,03/11/2013 12:00:00 AM,1,Service delivery,9,Violent,1,5,"Basic services, as well as some political differences within the community, the community demands electricity in the informal settlement, to also reduce inter alia; that took place due to darkness as well as shack fires. So far one person was murdered during the violent protests by residents.","3
(-26.015357, 27.934908)"
36,Mpumalanga - Albert Luthuli,0,0,Epuluzi,Mayflower,MP - Mayflower,"-26.316498,30.750132",Not applicable,Not applicable,03/11/2013 12:00:00 AM,03/12/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"Protesters were allegedly dissatisfied with the ""imposed troublesome local councilor who preferred to employ his friends and relatives"". Protesters further claimed that the local roads were not graded, except when there was a funeral for certain families. Grader, water tanker, van and truck and building were destroyed. 16-year-old was allegedly shot on by police who were trying to disperse community members protesting in the area","7
(-26.316497, 30.750132)"
47,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg CBD,GP - Johannesburg Central,"-26.204673,28.039856",Market St,Simmonds St,03/11/2013 12:00:00 AM,03/12/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,4,"Salaries were the main issue, and with the industry located all over the country it was difficult for IMQAS, as an industry organisation, to talk to the industry collectively. It was having to negotiate individually.","3
(-26.204673, 28.039856)"
52,Gauteng - City of Johannesburg,1,0,Johannesburg,"Cosmo City, Malibongwe Drive",GP - Cosmo City,"-26.016723,27.939758",Malibongwe Drive,Malibongwe Drive,03/11/2013 12:00:00 AM,03/11/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,It was unclear what the protests were about.,"3
(-26.016722, 27.939758)"
53,Gauteng - City of Johannesburg,1,0,Johannesburg,Diepsloot,GP - Cosmo City,"-25.933908,28.012499",N14,N14,03/11/2013 12:00:00 AM,03/11/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,It was unclear what the protests were about.,"3
(-25.933907, 28.012498)"
68,KwaZulu Natal - eThekwini,1,0,Durban,"University of KwaZulu-Natal, Durban campus",KZN - Durban Central,"-29.867027,30.980768",Anniversary Rd,Anniversary Rd,03/11/2013 12:00:00 AM,03/13/2013 12:00:00 AM,1,Service delivery,9,Violent,1,5,About 500 students were reportedly left without accommodation after being forced to check out of the Coastlands Hotel to make way for a long-standing booking. Lectures were disrupted on Wednesday and a student was hit on the head with a brick.,"6
(-29.867027, 30.980768)"
9,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Walter Sisulu University,EC - New Brighton,"-31.896388,26.883298",College street,Don't know,03/12/2013 12:00:00 AM,03/14/2013 12:00:00 AM,1,Labour related,4,Violent,1,3,"Protesters said they had many grievances with the institution, the main ones being salary increases and absorbing contract workers, some of whom had worked for institution since 2008. Walter Sisulu University (WSU) staff members went on the rampage yesterday, burning tyres at the College Street and Chislehurst campuses in protest actions as part of a strike action. The protesters included staff from Butterworth’s Ibika campus and the Buffalo City campus","1
(-31.896388, 26.883298)"
26,Gauteng - Ekurhuleni,1,0,Alberton,Alberton,GP - Alberton,"-26.266666,28.121296",Do not know,Do not know,03/12/2013 12:00:00 AM,03/12/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"During a crime awareness meeting held at the Alberton Civic Centre on Tuesday evening, motorists and residents raised their concerns over kneeling beggars at traffic lights in the area. They question what the police are doing to get rid of these beggars. Besides the nuisance caused by them begging at intersections, motorists fear they might knock them over and kill them, in which case they would be arrested, facing charges of culpable homicide.","3
(-26.266666, 28.121296)"
